rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
503,"Speak badly of drug, taken regularly in tiny amount (7)",TRADUCE,Speak badly of,18d,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
504,Composer reaching height? Rather unlikely (7),TALLISH,Rather unlikely,20d,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
505,"Palladium, introducing old character, cut back (6)",PRUNED,cut back,21d,2020-06-04,"Times 27,683",https://times-xwd-times.livejournal.com/2350199.html,times_xwd_times
506,"A couple of lines crossing everywhere (3,4)",ALL OVER,everywhere,1a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
507,"Beatle's back in USSR, playing tricks (5)",RUSES,tricks,5a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
508,Check a Buddhist at regular intervals (5),AUDIT,Check,9a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
509,One male voice giving nothing away (9),IMPASSIVE,giving nothing away,10a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
510,Singular cup-bearer with vacant expression still here? (7),SHEBEEN,still here,11a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
511,Lug in that case of clay (7),EARTHEN,of clay,12a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
512,Worker occasionally draws injured people (10),CASUALTIES,injured people,13a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
513,"Head, bowled out in past times (4)",ONCE,in past times,15a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
514,Obstinate person endlessly holding a hammer (4),MAUL,hammer,18a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
515,Break out with Toad's means of locomotion (10),SKATEBOARD,,20a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
516,Producer of keys? Not for Ghanaians (7),ASHANTI,Ghanaians,23a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
517,"Emperor, short and fat, mostly as a figurehead (7)",TITULAR,as a figurehead,24a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
518,"Tool displays more wings for aircrew (6,3)",SCROLL SAW,Tool,25a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
519,Treatment of savant by university (5),USAGE,Treatment,26a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
520,Trifling child (5),MINOR,Trifling child,27a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
521,"Pray with heart not with head, returning thanks (7)",ENTREAT,Pray,28a,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
522,Begin to deal with notice on deck (7),ADDRESS,Begin to deal with,1d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
523,In airport goddess replaces old Christian (8),LUTHERAN,Christian,2d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
524,Gesture saving ground with a shed (1-4),V-SIGN,Gesture,3d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
525,Stand for show again? (9),REPRESENT,Stand for,4d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
526,Stop outside or go (6),RESORT,go,5d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
527,Son embraced by saint (7),SWITHIN,saint,6d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
528,Letters from schoolmaster never enforcing discipline (5),STERN,enforcing discipline,7d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
529,Aspic possibly combined with pepper (8),CAPSICUM,pepper,8d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
530,"Bear children and be disagreeable (4,5)",TAKE ISSUE,be disagreeable,14d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
531,"Conclusion about county, not quite approved (8)",ENDORSED,approved,16d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
532,Busts are terribly hard to grasp (8),ABSTRUSE,hard to grasp,17d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
533,"Introduce American drug, ignoring blood group (5,2)",USHER IN,Introduce,19d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
534,"No fewer than fifty each in a test (not English) (2,5)",AT LEAST,No fewer than,21d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
535,Strong feeling about large person fastening flies? (6),ANGLER,person fastening flies,22d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
536,Tea from northbound service area (5),ASSAM,Tea,23d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
537,"That is how to move a trailer (2,3)",TO WIT,That is,24d,2019-12-30,Times 27547,https://times-xwd-times.livejournal.com/2263907.html,times_xwd_times
538,Closely examine small prison (4),SCAN,,1d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
539,Both Stuart and Dionne half-completed artist's workroom (6),STUDIO,,2d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
540,Trade show open (4),FAIR,,3d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
541,"Jazz pianist favoured by royal relative after award (5,8)",OSCAR PETERSON,,4d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
542,Unmarried man excited Chloe in pub (8),BACHELOR,,5d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
543,One who stands against the old decaying gates enclosing unit (6),AGEIST,,6d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
544,Little Florence entertains blokes in Athletic club dance (8),FLAMENCO,,7d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
545,US composer whinges awfully about intro of record (8),GERSHWIN,,12d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
546,Recalled article by North European on military general (8),NAPOLEON,,13d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
547,Perhaps calf is a beast of burden carrying sack regularly (6),MUSCLE,,16d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
548,Everyone outside potty over handsome young man (6),APOLLO,,18d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
549,First couple of children in A&E hurt (4),ACHE,,20d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
550,"School prize went to son, finally (4)",ETON,,21d,2019-06-10,Times Quick Cryptic 1370,https://times-xwd-times.livejournal.com/2154350.html,times_xwd_times
551,Fruit satisfied in fall (7),PLUMMET,fall,1a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
552,Place to set free American skunk (7),POLECAT,American skunk,5a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
553,Forgers concerned with one article in museum (11),SMITHSONIAN,museum,9a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
554,Letter recently ignored in stamp collecting (3),PHI,Letter,10a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
555,"Mass of eggs, but not the first year in bird sanctuary (6)",AVIARY,bird sanctuary,11a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
556,Comic show needs help over name (8),COMEDIAN,Comic,12a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
557,Father rows with son about celebrity’s wicked cruelty (13),DASTARDLINESS,wicked cruelty,14a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
558,Making accusations about mostly unlawful politician (13),RECRIMINATORY,Making accusations,17a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
559,I’m after gold that’s fake (8),IMPOSTOR,fake,21a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
560,Only partially sanguine about money (6),GUINEA,money,23a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
561,There’s a point to this law needing reform (3),AWL,There’s a point to this,25a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
562,Popular — till people will show resentment (11),INDIGNATION,resentment,26a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
563,Completely or nearly closed account (7),TOTALLY,Completely,27a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
564,Note port light on front of German boat (7),DREDGER,boat,28a,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
565,Mischievous child cuts leg off its first unit (6),PASCAL,unit,1d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
566,One sacked after university abandons resistance (7),UNIFIED,One,2d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
567,Graduate severe about one current leading teacher (9),MAHARISHI,leading teacher,3d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
568,Pack’s expelled a communist (4),TROT,communist,4d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
569,Original clock face has proper gold on it (10),PRIMORDIAL,Original,5d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
570,Organ adds energy for fast movement (5),LUNGE,fast movement,6d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
571,"Cut wood, framing picture in deal successfully (7)",COPPICE,Cut wood,7d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
572,Most fine chicks could be at risk in this? (8),THINNEST,Most fine,8d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
573,"Chap, though elderly, plays regularly in several ways (10)",MANIFOLDLY,,13d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
574,Inject copper into deformed toenail (9),INOCULATE,Inject,15d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
575,"Annoying train, it runs irregularly (8)",IRRITANT,Annoying,16d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
576,Company scheme limits one crew member (7),COPILOT,crew member,18d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
577,What a jerk’s doing never rising before monarch? (7),YANKING,What a jerk’s doing,19d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
578,One not allowing large headline (6),BANNER,,20d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
579,Small bag for art (5),SKILL,art,22d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
580,Old were furious when right’s lost (4),AGED,Old,24d,2019-03-09,Times Cryptic No 27288,https://times-xwd-times.livejournal.com/2102573.html,times_xwd_times
581,The French dine from feeding trough,MANGER,feeding trough,1a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
582,Moving slowly or like a shot?,SLUGGISH,Moving slowly,5a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
583,See and repair device,LOGO,device,9a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
584,Rock walls enable repression,SWALLOWING,repression,10a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
585,Abandoned airports left one by one?,SELF-PORTRAIT,one by one,11a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
586,Miss a festival’s main attraction,MAY QUEEN,Miss a festival’s main attraction,13a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
587,Husband loves healthy walk,HOOF IT,walk,15a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
588,Dean carelessly includes Virginia as a US state,NEVADA,US state,16a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
589,Stay young on very good wine,PINOTAGE,wine,18a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
590,Bad American art turned into rough sketch?,ILLUSTRATION,sketch,20a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
591,"Ready for more artillery, surround country (6,2,2)",RARING TO GO,Ready for more,23a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
592,Timmy Thompson’s secret fantasy,MYTH,fantasy,24a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
593,Boss promises to reimburse academic,STUDIOUS,academic,25a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
594,Collided with small vehicle,STRUCK,Collided with,26a,2021-06-13,Sunday Times 4958,https://times-xwd-times.livejournal.com/2554204.html,times_xwd_times
595,Report of one throwing in part of game? (6),CHUKKA,part of game,1a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
596,"Donkey joins minister in church, provoking big split (8)",CREVASSE,big split,4a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
597,Like part of viewer’s money invested in Madrid team (7),RETINAL,Like part of viewer,10a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
598,Increased payment announced for fertiliser (7),NITRATE,fertiliser,11a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
599,Voice disapproval of Republican oik (4),BOOR,oik,12a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
600,Militant greenie backing French king after dreadful race row (3-7),ECO-WARRIOR,Militant greenie,13a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
601,Protective coat a Parisian youth put back round tongue? (9),UNDERSEAL,Protective coat,15a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
602,Distinguished Muslim reversed interdiction binding Washington (5),NAWAB,Distinguished Muslim,16a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
603,Hospital thanks bringer of gifts (5),SANTA,bringer of gifts,18a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
604,Staying power of English knight Mussolini managed to get imprisoned (9),ENDURANCE,Staying power,19a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
605,Like Quisling’s characteristics taking in men in Britain or in France (10),TRAITOROUS,Like Quisling,21a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
606,Unspecified doctrines revealed in one’s writing (4),ISMS,Unspecified doctrines,23a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
607,Diamond thief initially stole entering Arctic vessel (7),ICEBOAT,Arctic vessel,26a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
608,One with pride in French art inspired by celebrities (7),LIONESS,One with pride,27a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
609,"Aim to give up action on pitch (4,4)",GOAL KICK,action on pitch,28a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
610,Aristocracy’s grand record (6),GENTRY,Aristocracy,29a,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
611,Native American’s article read in bed (5),CARIB,Native American’,1d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
612,Description of virgin territory don turned out (9),UNTRODDEN,Description of virgin territory,2d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
613,English architect and landscape gardener known in Scotland (4),KENT,English architect and landscape gardener,3d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
614,Replacement of kidney we set up internally (7),RENEWAL,Replacement,5d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
615,"Like some surgeons in navy, retire unhappily (10)",VETERINARY,Like some surgeons,6d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
616,How to address Hindu dignitary in the morning in Westminster? (5),SWAMI,How to address Hindu dignitary,7d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
617,Abhorrent former City mob dismissing head of bank (9),EXECRABLE,Abhorrent,8d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
618,Hat that’s extremely comfortable crossing northern lake (6),CLOCHE,Hat,9d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
619,"Fortification originally recognised in magnum opus, do we hear? (10)",BREASTWORK,Fortification,14d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
620,"Disturbing, being out of bed doing my job? (9)",UPSETTING,Disturbing,15d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
621,"Detective shed tears after a lot of drink, having dishevelled look (9)",WINDSWEPT,having dishevelled look,17d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
622,Capricious fellow concealing deserter (7),ERRATIC,Capricious,19d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
623,Hand-out covering upper-class bachelor’s drink (6),DOUBLE,drink,20d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
624,Live on cape overlooking a palm-tree (5),ARECA,palm-tree,22d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
625,"Cheeky American, for example, grabbing seconds (5)",SASSY,Cheeky American,24d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
626,"Part in this way, missing ex at first (4)",SOME,Part,25d,2019-06-03,Times 27367,https://times-xwd-times.livejournal.com/2150459.html,times_xwd_times
627,"Threat suggested by one forever taking tea (3,6)",MAD HATTER,one forever taking tea,1a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
628,"Fun in summer from people in lawsuits being on weed? (6,7)",GARDEN PARTIES,Fun in summer,6a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
629,Poor mark in school given by master (5),GAMMA,Poor mark,13a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
630,Arab friend — European gets one for nothing (11),PALESTINIAN,Arab,14a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
631,"Hot and cold, turning unwell, with this? (5)",CHILL,this,15a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
632,"Singing happily in America, Scotsman from another era (11)",CAROLINGIAN,from another era,16a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
633,"On power trips, quietly press for expulsion of MPs (6,5)",PRIDES PURGE,expulsion of MPs,17a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
634,Pull vehicle back in a series of races (7),ATTRACT,Pull,18a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
635,Irritated expression as pet vanished (7),DOGGONE,Irritated expression,20a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
636,"It offers hope to the sick and old, sure to be treated (7)",LOURDES,It offers hope to the sick,21a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
637,"What could create current possible disagreement? (9,10)",POTENTIAL DIFFERENCE,What could create current,23a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
638,Back an attempt (3),AGO,Back,27a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
639,"In operetta, what’s put before jury? Not a hat (6)",TRILBY,hat,28a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
640,"Terror as dresser goes tipping over, bits smashing off (6)",OGRESS,Terror,29a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
641,"Steps taken as father’s old, getting billions in benefit (4,5)",PASO DOBLE,Steps taken,31a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
642,Agreeable article for men in tribute (9),COMPLIANT,Agreeable,34a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
643,"Closely follow play, having to put in notice (6)",SHADOW,Closely follow,35a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
644,"Walking a very short distance, short of energy (2,4)",ON FOOT,Walking,36a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
645,Scotland’s own Foreign Department (3),AIN,Scotland’s own/Foreign Department,39a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
646,"Done with requirement for Poohsticks (5,5,3,6)",WATER UNDER THE BRIDGE,Done,40a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
647,"Batting with more confidence, one offers chance to cover (7)",INSURER,one offers chance to cover,42a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
648,"Female, commonly odious and critical (7)",FATEFUL,critical,43a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
649,Ridiculous in a suit in the country (7),TUNISIA,the country,45a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
650,"A proportion of customers sat here, troubled by notice (6,5)",MARKET SHARE,A proportion of customers,47a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
651,"Short provision of beer by bar in America (4,7)",HALF MEASURE,Short provision,49a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
652,Trim short leggings (5),TIGHT,Trim,51a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
653,"Praise silent type, advancing initially into battle (11)",ACCLAMATION,Praise,52a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
654,Make altogether disgusting (5),GROSS,Make altogether/disgusting,53a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
655,"Part of fighter’s gear to lug, before run across high ground (9,4)",CARTRIDGE BELT,Part of fighter’s gear,54a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
656,"Fielder, inadequate, returning trophies (9)",SHORTSTOP,Fielder,55a,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
657,"Chitty-Chitty Bang-Bang, say, favourite fairytale transport (5,6)",MAGIC CARPET,fairytale transport,1d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
658,"In getting up fast, I remedy fault (7)",DEMERIT,fault,2d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
659,Sort of lamp I plugged in picked up as benefit (5),AVAIL,benefit,3d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
660,"Prepare vegetables and quickly see to baby (3,3,4)",TOP AND TAIL,Prepare vegetables/quickly see to baby,4d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
661,Met together for cause: Republican joined (7),RALLIED,Met together for cause,5d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
662,"Smooth style of progress through various gears? Nonsense (3,3,7)",GAS AND GAITERS,Nonsense,6d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
663,"Before test, drops coat (9)",RAINPROOF,coat,7d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
664,Construction of poem featuring in Eliot’s first gamble (7),EDIFICE,Construction,8d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
665,Greek visionary’s plans then lie in ruins (12),PANHELLENIST,Greek visionary,9d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
666,Get back from city in sheer delight (9),RECAPTURE,Get back from,10d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
667,"Ditch, I hear, with predictable exceptions gets more slippery (5)",ICIER,more slippery,11d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
668,Runner’s up prizes on high quality race track (11),SILVERSTONE,race track,12d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
669,A loveless return for country girl (7),ANNABEL,girl,19d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
670,"Trace family: Nick may do it (4,5)",DRAW BLOOD,Nick may do it,22d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
671,Traditional accompaniments that are cut off (9),TRIMMINGS,Traditional accompaniments/that are cut off,24d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
672,Boat that leads the way for others? (7),LIGHTER,Boat,25d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
